,indifferent,runs_from,running,climbing,eating,foraging,tail_twitches,nearbuilding,neargarden,neargrass,nearpedestrian,nearwater,nearwoods
450,1,0,0,0,1,1,0,False,False,False,False,True,True
451,1,0,0,0,1,0,0,False,False,True,False,False,False
452,0,0,1,0,0,1,0,False,False,True,False,False,False
453,0,0,0,1,0,0,0,False,False,True,False,False,False
454,0,1,0,1,1,1,0,False,False,False,False,True,False
455,1,0,0,0,0,1,0,False,False,True,False,False,False
456,0,0,1,0,0,0,0,False,False,True,False,False,False
457,1,0,0,1,1,0,0,True,False,False,False,True,True
458,0,0,0,1,0,0,0,False,False,False,False,True,False
459,0,0,0,0,1,0,0,False,False,False,False,False,True
460,1,0,0,1,0,0,0,False,False,True,False,False,False
461,0,0,0,1,0,0,0,False,False,True,False,True,True
462,1,0,0,0,0,1,0,False,False,True,True,False,False
463,1,0,1,0,1,1,0,False,True,False,False,False,False
464,1,0,0,1,0,0,0,False,False,True,False,False,False
465,1,0,0,0,0,1,0,False,False,True,False,False,False
466,0,1,0,0,0,1,0,False,False,True,False,False,False
467,0,1,0,0,0,1,0,False,False,False,False,True,False
468,0,1,1,1,0,0,0,False,False,False,False,False,True
469,1,0,0,0,1,0,0,False,False,False,False,True,True
470,0,0,1,1,0,0,0,False,False,False,False,True,True
471,1,0,0,1,1,1,0,False,False,False,True,False,False
472,1,0,0,0,0,1,0,False,False,False,False,False,True
473,0,0,0,0,0,0,0,False,False,True,False,False,False
474,1,0,1,0,0,0,0,False,False,False,False,False,True
475,1,0,0,0,0,1,0,False,True,False,False,False,False
476,1,0,1,0,0,0,0,False,False,False,False,False,True
477,0,0,0,0,0,1,0,False,False,False,False,True,True
478,0,1,0,1,0,0,0,False,False,False,False,True,True
479,1,0,0,0,0,1,0,False,False,True,False,False,True
480,1,0,0,0,0,0,0,True,False,False,False,False,False
481,1,0,0,0,1,0,0,False,False,False,False,False,True
482,0,1,0,0,1,0,0,False,False,True,False,False,False
483,1,0,0,0,0,1,0,False,False,False,False,True,True
484,1,0,0,0,0,1,0,False,False,True,False,False,False
485,1,0,0,0,0,0,0,False,False,False,False,False,True
486,1,0,0,0,0,1,0,False,False,False,False,False,True
487,0,0,1,0,0,1,0,False,False,True,False,False,False
488,0,0,0,0,0,1,0,False,False,False,False,True,True
489,1,0,0,0,0,1,0,False,False,False,False,False,True
490,0,1,0,1,0,1,0,False,False,False,False,True,False
491,1,0,0,1,0,0,0,False,False,False,False,False,True
492,1,0,0,0,0,1,0,False,False,False,False,False,True
493,0,1,1,1,0,0,1,False,False,True,False,False,False
494,0,0,0,1,0,0,0,False,True,False,False,False,False
495,0,1,0,0,0,1,1,False,False,False,False,True,False
496,0,1,0,0,1,0,0,False,False,True,False,False,False
497,0,0,0,0,1,1,0,False,False,False,False,True,True
498,1,0,0,0,0,1,0,False,False,False,False,False,True
499,0,0,0,0,0,0,0,False,True,True,False,False,False
500,0,0,0,1,1,0,0,False,False,False,True,False,False
501,1,0,0,0,0,1,0,False,False,True,False,False,False
502,1,0,0,0,1,0,1,False,False,False,False,False,True
503,0,0,0,1,0,0,0,False,True,False,False,False,False
504,1,0,0,0,0,1,0,False,False,True,False,False,False
505,0,1,0,1,0,0,0,False,False,False,False,True,False
506,0,0,1,0,1,1,1,False,False,True,False,False,False
507,0,0,0,0,0,1,0,False,False,True,False,False,False
508,1,0,0,0,0,0,0,True,False,True,False,False,False
509,1,0,0,0,1,1,1,False,False,False,False,False,True
510,0,0,0,0,1,1,0,False,False,False,False,True,True
511,1,0,0,0,0,1,0,False,False,False,True,False,False
512,1,0,0,0,1,0,0,False,False,False,False,True,True
513,0,0,0,1,0,0,0,False,False,True,False,False,False
514,1,0,0,0,0,1,0,False,False,True,False,False,True
515,0,0,0,0,0,1,0,False,True,True,False,False,False
516,0,0,1,0,0,0,0,False,False,False,False,False,True
517,1,0,1,0,0,0,1,False,False,True,False,False,True
518,1,0,1,0,0,0,0,False,False,False,False,True,True
519,1,0,0,0,0,1,0,False,False,False,False,True,True
520,0,1,1,0,0,0,0,False,False,True,False,False,True
521,0,0,1,1,0,1,0,False,False,True,False,False,False
522,0,1,0,1,0,0,0,False,False,True,False,False,False
523,1,0,0,1,0,0,0,False,False,False,False,False,True
524,0,0,0,0,0,0,0,False,False,True,False,False,False
525,1,0,0,0,0,1,0,False,False,False,False,True,False
526,0,0,1,0,0,0,0,False,False,True,False,False,False
527,1,0,0,1,0,1,0,False,False,False,False,True,False
528,0,0,0,0,0,1,0,False,False,True,False,False,True
529,1,0,0,0,1,1,0,False,True,False,False,False,False
530,1,0,0,0,1,1,0,False,False,False,False,True,True
531,0,1,0,0,0,1,0,False,False,False,False,True,False
532,0,1,1,1,0,0,0,False,False,False,False,False,True
533,0,0,0,1,0,0,0,False,False,True,False,False,False
534,1,0,0,0,0,0,0,False,False,True,False,False,False
535,0,0,0,1,0,0,0,False,False,False,False,False,True
536,1,0,0,0,1,1,0,False,True,True,False,False,False
537,1,0,0,0,0,1,0,False,False,False,False,False,True
538,0,1,0,0,1,0,0,False,False,True,False,False,False
539,0,0,0,0,0,0,0,False,False,False,False,True,False
540,1,0,1,0,1,0,0,False,False,False,False,False,True
541,0,1,0,0,0,1,1,False,False,True,False,False,False
542,0,1,1,0,0,0,0,False,False,False,False,True,True
543,1,0,0,0,0,1,0,False,False,True,False,False,False
544,0,0,0,1,0,0,0,True,False,False,False,False,True
545,1,0,1,1,0,0,0,False,True,False,False,False,False
546,1,0,0,0,0,1,0,False,True,True,False,False,False
547,1,0,0,0,1,0,0,False,False,True,False,False,False
548,0,1,0,0,1,0,0,False,False,False,False,False,True
549,0,0,0,0,0,1,0,False,False,False,False,True,True
550,1,0,0,1,1,0,0,False,False,False,False,False,True
551,0,0,0,0,1,0,0,False,False,True,False,False,False
552,1,0,0,0,0,1,0,False,True,False,False,False,False
553,0,0,1,0,0,0,0,False,False,True,False,False,False
554,0,0,1,0,0,0,0,False,False,False,False,True,False
555,1,0,0,0,0,1,0,False,False,True,False,False,False
556,1,0,0,0,0,1,0,False,True,False,False,False,False
557,1,0,0,0,1,1,0,False,False,False,False,True,True
558,0,1,0,0,0,1,0,False,False,False,False,False,True
559,1,0,1,0,0,1,0,False,False,True,False,False,False
560,0,0,0,1,0,0,0,False,False,True,False,False,False
561,0,0,0,0,0,0,0,False,False,True,False,False,False
562,1,0,0,1,0,1,0,False,True,True,False,False,False
563,0,1,0,0,0,1,0,False,True,True,False,False,False
564,0,0,0,0,1,1,0,False,True,False,False,False,False
565,0,0,0,0,0,1,0,False,False,False,False,True,True
566,0,1,1,0,0,0,0,False,False,False,False,True,True
567,1,0,0,0,0,1,0,False,False,False,False,False,True
568,1,0,0,0,0,1,0,False,False,False,False,True,False
569,0,0,0,0,0,0,0,False,False,True,False,False,True
570,0,1,0,0,1,0,0,False,False,False,False,True,True
571,0,0,0,1,0,0,0,False,False,True,False,False,True
572,0,0,0,0,0,1,1,False,False,True,False,False,True
573,0,1,0,1,0,0,0,False,False,False,False,False,True
574,0,1,1,0,0,0,1,False,False,True,False,False,False
575,0,0,0,0,0,1,0,False,False,False,False,True,False
576,0,1,0,1,1,0,0,False,False,False,False,False,True
577,1,0,0,0,0,1,0,False,False,True,False,False,False
578,1,0,1,0,0,0,0,False,False,False,True,False,False
579,0,0,1,0,0,0,0,False,False,False,False,False,True
580,0,0,1,0,0,0,0,False,False,False,False,False,True
581,0,1,0,0,0,1,0,False,False,False,False,False,True
582,0,0,1,0,0,0,0,False,False,True,False,False,False
583,0,0,0,0,0,0,0,False,False,True,False,False,False
584,1,0,0,1,0,0,0,True,False,False,False,True,True
585,0,1,0,0,0,0,0,False,False,False,False,True,True
586,0,0,0,1,0,0,0,False,False,False,False,True,True
587,0,0,0,0,0,1,0,False,True,True,False,False,False
588,1,0,0,0,0,1,0,False,True,False,False,False,False
589,1,0,0,0,0,1,1,False,False,True,True,False,False
590,1,0,0,0,0,0,0,False,True,False,False,False,False
591,1,0,0,1,0,1,0,False,False,True,False,False,False
592,1,0,0,0,1,1,0,False,False,False,False,True,True
593,1,0,1,0,1,1,0,False,True,False,False,False,False
594,1,0,1,0,1,1,0,False,False,False,False,True,True
595,0,0,0,1,0,0,0,False,False,False,False,False,True
596,1,0,0,0,1,0,0,False,False,True,False,False,False
597,1,1,0,0,0,1,0,False,True,False,False,True,False
598,0,0,0,0,1,0,0,False,False,True,False,False,False
599,1,0,0,0,0,1,0,False,False,False,True,False,False
600,1,0,0,0,0,1,0,False,False,False,False,True,True
601,0,1,0,0,0,1,0,False,False,False,False,True,True
602,0,1,0,0,0,1,0,False,False,True,False,False,False
603,1,0,0,0,0,0,0,False,False,False,False,False,True
604,0,0,0,0,0,1,0,False,False,False,False,False,True
605,0,0,0,0,0,0,0,False,False,True,False,False,True
606,0,0,0,0,0,0,0,False,False,False,False,False,True
607,1,0,0,0,0,1,0,False,False,False,False,False,True
608,0,1,1,0,0,1,0,False,False,False,False,False,True
609,0,0,0,0,0,1,0,False,False,True,False,False,False
610,1,0,0,1,0,0,0,False,False,False,False,True,True
611,0,0,0,1,0,1,0,False,False,False,True,False,False
612,0,0,1,0,0,0,0,False,False,False,False,True,False
613,0,0,0,0,0,1,0,False,False,False,False,False,True
614,0,1,1,1,0,0,0,False,False,True,False,False,False
615,0,0,0,0,1,1,0,False,False,True,False,False,False
616,0,1,1,0,0,0,0,False,False,False,False,False,True
617,0,0,0,0,0,1,1,False,False,True,False,False,False
618,1,0,0,0,0,1,1,False,False,True,False,False,False
619,1,0,0,0,1,0,1,False,False,False,False,False,True
620,1,0,0,0,0,1,0,False,False,False,False,True,True
621,1,1,1,1,0,0,0,False,False,False,False,False,True
622,1,0,0,1,1,1,0,False,False,False,False,True,False
623,1,0,0,0,0,0,0,False,False,True,False,False,False
624,0,0,0,0,0,0,0,False,False,False,False,True,False
625,0,1,1,0,0,0,0,False,False,False,False,True,False
626,1,0,1,0,0,0,0,False,False,False,False,False,True
627,0,1,1,0,0,0,0,True,False,False,False,False,False
628,1,0,0,0,0,1,0,False,False,True,False,False,False
629,0,1,0,0,1,0,0,False,False,True,False,False,False
630,0,1,1,1,0,0,0,False,False,False,False,False,True
631,0,0,1,0,0,0,0,False,False,True,False,False,False
632,1,0,1,0,0,0,0,False,False,False,False,False,True
633,1,0,0,1,0,0,1,False,False,False,False,True,False
634,0,0,0,1,0,0,0,False,False,True,False,False,False
635,1,0,0,0,1,0,1,False,True,False,False,False,False
636,1,0,0,0,0,1,0,False,False,False,False,True,True
637,1,0,0,1,1,1,0,False,False,True,False,False,False
638,1,0,1,0,1,1,0,False,False,True,False,False,False
639,1,0,0,1,0,0,0,False,True,True,False,False,False
640,0,1,1,0,0,0,0,False,False,True,False,False,True
641,0,0,0,1,0,0,0,False,False,True,False,False,False
642,1,0,0,0,0,0,0,False,False,False,True,False,False
643,0,0,0,0,0,1,0,False,False,True,False,False,False
644,0,1,1,0,0,0,0,False,False,False,False,False,True
645,1,0,0,0,0,1,0,False,False,False,True,False,False
646,0,1,0,0,0,1,1,False,True,False,False,False,False
647,0,1,0,0,1,1,0,False,True,False,False,False,True
648,1,0,1,0,1,1,1,True,False,False,False,False,False
649,0,0,0,0,1,0,0,False,False,True,False,True,False
650,0,0,0,0,0,0,1,True,False,False,False,False,False
651,0,0,0,0,0,0,0,False,False,False,False,True,False
652,0,0,0,0,0,1,0,False,False,False,False,True,False
653,0,1,0,0,1,1,0,False,False,False,False,False,True
654,0,0,0,1,0,0,0,False,False,True,False,False,False
655,0,1,0,0,1,1,0,False,False,False,False,True,False
656,0,1,0,0,0,1,0,False,False,False,False,True,False
657,1,0,0,0,1,1,0,False,False,False,False,False,True
658,1,0,1,0,1,1,0,False,False,True,False,False,False
659,0,1,1,1,0,0,0,False,False,True,False,False,False
660,0,0,0,1,0,0,0,True,False,False,False,False,False
661,1,0,0,0,1,0,0,False,False,True,False,False,False
662,1,0,0,0,0,1,0,False,False,False,False,True,False
663,1,0,0,1,0,0,0,False,False,False,False,False,True
664,0,0,0,0,0,0,0,False,False,True,False,False,False
665,1,0,0,0,0,1,0,False,False,False,False,True,False
666,0,0,0,0,0,0,0,False,True,False,False,True,False
667,0,0,0,0,1,0,1,False,False,False,False,True,False
668,1,0,1,0,1,0,0,False,False,False,False,False,True
669,1,0,0,1,0,0,0,False,False,False,False,True,False
670,1,0,1,0,0,0,0,False,False,True,False,False,True
671,1,0,1,0,0,0,0,False,False,True,False,False,False
672,0,0,0,1,0,0,0,False,False,False,False,True,True
673,1,0,0,1,0,0,0,False,False,True,False,False,False
674,0,0,0,0,0,0,0,False,False,True,False,False,True
675,1,0,0,0,0,1,0,False,False,False,False,True,True
676,1,0,0,0,0,1,0,False,False,False,False,False,True
677,0,0,0,0,0,0,1,False,True,False,False,False,False
678,0,0,0,0,1,1,0,False,False,True,False,False,False
679,0,1,0,0,0,1,1,False,False,False,False,False,True
680,0,1,0,0,0,0,0,False,False,False,False,False,True
681,0,0,1,0,1,0,0,False,False,False,False,False,True
682,1,0,0,0,1,1,1,False,False,False,False,False,True
683,1,0,0,0,1,1,1,False,False,True,False,False,False
684,1,0,1,0,0,0,0,False,False,False,False,False,True
685,0,1,0,1,0,0,0,False,False,True,False,False,False
686,0,0,0,0,0,0,0,False,False,False,False,False,True
687,0,1,1,0,0,0,0,False,False,False,False,False,True
688,1,0,0,0,0,1,0,False,False,False,True,False,False
689,1,0,1,0,0,1,0,False,True,False,False,False,False
690,0,1,1,0,0,0,0,True,False,False,False,False,False
691,1,0,0,0,0,1,0,False,True,True,False,False,False
692,1,0,1,1,0,0,0,False,False,True,False,False,True
693,0,1,0,0,0,0,1,False,True,True,False,False,True
694,1,0,0,0,0,1,0,False,False,False,True,False,False
695,1,1,0,1,0,1,0,False,False,False,False,False,True
696,0,1,1,0,0,0,0,False,False,True,False,False,True
697,1,0,1,1,0,0,0,False,False,False,False,True,False
698,1,0,0,0,0,1,1,False,False,False,False,False,True
699,0,0,1,0,0,0,1,False,True,False,False,False,False
700,1,0,0,1,0,0,0,True,False,False,False,False,False
701,1,0,0,0,0,1,0,False,False,True,False,False,False
702,0,0,0,0,0,1,0,False,False,False,False,False,True
703,1,0,0,0,0,1,1,False,True,True,False,False,False
704,0,0,0,0,1,1,1,False,False,False,False,True,True
705,1,0,0,0,1,1,0,False,False,False,False,False,True
706,0,1,1,0,0,0,0,False,False,False,False,False,True
707,1,0,0,0,0,1,0,False,False,False,False,True,True
708,1,0,1,0,1,0,0,False,False,True,False,False,False
709,0,0,0,0,0,0,0,False,False,False,False,False,True
710,1,0,0,1,0,0,0,False,False,True,False,False,False
711,0,0,0,0,0,0,0,False,False,True,False,False,False
712,1,0,0,1,0,0,0,False,True,False,False,False,True
713,1,0,1,0,0,0,0,False,False,False,False,True,False
714,0,1,0,0,1,0,0,False,False,True,False,False,False
715,1,0,0,0,1,0,0,False,False,False,True,False,False
716,0,0,0,0,0,1,0,False,True,True,False,False,False
717,0,0,0,0,0,1,1,False,False,False,False,True,True
718,0,0,0,0,1,1,1,False,False,True,False,False,False
719,1,0,1,0,1,1,0,False,False,False,False,True,True
720,1,0,0,0,0,1,0,False,False,False,False,True,True
721,0,0,0,0,0,0,0,False,False,False,False,False,True
722,1,0,0,0,0,1,0,False,False,False,False,False,True
723,0,1,1,0,0,0,0,False,False,False,False,False,True
724,1,0,0,0,0,1,0,False,False,False,False,False,True
725,0,1,0,0,1,1,0,False,False,True,False,False,False
726,1,0,0,0,0,1,0,False,False,False,False,True,True
727,0,0,0,1,0,0,0,False,False,True,False,False,False
728,1,0,0,1,0,0,0,False,True,False,False,False,True
729,1,0,1,0,1,0,1,False,False,False,False,True,False
730,0,1,0,0,0,1,1,False,False,True,False,False,False
731,0,0,0,0,1,0,0,False,False,True,False,False,False
732,0,0,1,1,0,0,0,False,False,True,False,False,False
733,0,0,1,0,0,0,0,False,False,False,True,False,False
734,0,1,0,0,1,0,0,False,False,False,True,False,False
735,1,0,0,1,0,0,0,False,False,False,False,False,True
736,0,0,0,1,0,0,0,False,False,True,False,False,False
737,0,0,0,1,0,0,0,False,False,False,False,True,False
738,0,0,0,0,0,0,0,False,True,False,False,False,False
739,0,1,1,0,0,0,0,False,False,True,False,False,False
740,0,0,0,0,0,1,0,False,False,True,False,False,True
741,0,1,0,1,0,0,0,False,False,False,False,False,True
742,1,0,0,1,0,0,0,False,False,False,False,True,True
743,1,0,0,0,0,1,0,False,True,False,False,False,False
744,0,0,0,0,1,0,0,False,True,False,False,True,False
745,0,0,0,1,0,0,0,False,False,False,False,False,True
746,1,0,0,0,1,0,0,False,False,True,False,False,False
747,0,1,0,0,0,1,1,False,False,False,False,False,True
748,1,0,1,0,0,1,0,False,False,False,False,False,True
749,0,0,0,0,0,1,0,False,True,False,False,False,False
750,0,0,0,0,0,1,0,False,False,False,False,False,True
751,0,1,0,0,1,0,0,False,False,True,False,False,True
752,1,0,0,0,0,0,0,False,False,True,False,False,False
753,0,0,0,0,0,0,0,True,False,False,False,False,False
754,0,1,1,0,0,0,1,False,False,True,False,False,False
755,0,0,0,0,1,1,0,False,False,False,False,False,True
756,0,1,1,0,1,1,0,False,False,True,False,False,False
757,1,0,1,1,0,1,0,False,False,True,False,False,False
758,1,0,0,1,0,0,0,True,False,False,False,False,False
759,1,0,0,1,0,0,0,False,False,True,False,False,False
760,0,1,1,0,1,0,1,False,False,True,False,False,False
761,0,0,0,1,0,0,0,False,True,False,False,False,False
762,1,0,0,0,0,1,1,False,False,False,False,False,True
763,0,1,1,0,1,0,0,False,False,False,False,False,True
764,1,0,1,0,0,1,0,False,False,False,False,False,True
765,1,0,0,0,0,1,1,False,False,False,False,False,True
766,0,0,0,0,0,1,0,False,False,False,False,True,False
767,1,0,0,0,0,1,1,False,False,False,False,False,True
768,0,0,0,1,0,0,0,False,False,False,False,False,True
769,0,1,1,0,0,0,0,False,False,False,True,False,False
770,0,1,0,1,0,1,1,False,False,True,False,False,False
771,1,0,0,0,1,0,1,False,False,True,False,False,True
772,0,0,1,1,0,1,0,False,False,True,False,False,False
773,1,0,0,0,0,1,0,False,False,False,True,False,False
774,0,0,0,0,0,0,0,False,False,False,False,False,True
775,1,0,0,0,0,1,0,False,False,False,False,False,True
776,1,0,0,0,0,1,0,False,False,False,False,False,True
777,0,0,0,0,0,1,0,False,False,False,False,True,True
778,0,1,0,1,0,0,0,False,False,False,False,False,True
779,1,0,0,0,0,1,0,False,False,False,False,True,True
780,0,0,0,0,0,1,0,False,False,True,False,False,False
781,0,1,1,1,0,0,0,False,False,True,False,False,False
782,0,0,1,0,1,1,0,True,False,False,False,False,False
783,1,0,0,1,0,1,0,False,False,False,False,True,False
784,0,1,0,0,0,1,0,True,False,False,False,False,False
785,0,0,0,0,0,0,1,False,False,False,False,True,False
786,0,0,0,0,1,1,0,False,True,False,False,False,False
787,1,0,1,1,0,0,0,False,False,False,False,True,True
788,0,0,0,0,0,1,0,False,False,True,False,False,False
789,1,0,0,0,1,1,0,False,False,True,False,False,False
790,1,0,0,0,0,1,0,False,False,False,False,False,True
791,0,0,0,0,0,1,0,False,False,True,False,False,False
792,0,1,0,0,1,0,1,False,False,True,False,False,False
793,0,1,1,0,1,1,0,False,False,True,False,False,False
794,0,1,0,0,0,1,0,False,False,True,False,False,False
795,1,0,0,0,1,0,1,False,False,False,True,False,False
796,1,0,0,1,0,0,0,False,False,True,False,False,False
797,0,0,0,0,0,1,1,False,False,True,False,False,False
798,1,0,0,0,1,0,0,True,False,False,False,False,False
799,0,0,0,1,0,0,0,False,False,True,False,False,False
800,0,1,1,0,0,0,1,False,True,False,False,False,False
801,1,0,0,0,0,1,0,False,True,False,False,False,False
802,1,0,0,0,0,1,0,False,False,False,False,False,True
803,0,0,0,0,1,1,0,False,False,True,False,False,False
804,0,1,0,0,1,0,0,False,False,True,False,False,False
805,0,0,1,0,0,1,1,False,False,False,False,True,True
806,1,0,0,0,0,0,0,False,False,False,False,False,True
807,1,0,0,0,0,0,0,False,False,False,False,False,True
808,0,0,0,0,1,0,0,False,True,False,False,False,False
809,1,0,1,0,0,0,0,True,False,False,False,False,True
810,0,1,0,0,0,0,0,False,False,False,False,False,True
811,0,0,0,0,0,0,0,False,False,False,False,True,False
812,0,0,1,0,0,0,0,False,False,False,False,False,True
813,0,1,0,0,1,1,0,False,False,False,False,False,True
814,0,0,0,0,0,1,0,False,False,True,False,False,False
815,0,0,0,1,0,0,0,False,False,False,False,False,True
816,1,0,0,0,1,1,0,False,False,False,True,False,False
817,1,0,0,0,1,1,0,False,False,True,False,False,False
818,0,0,0,0,1,0,0,False,False,True,False,False,True
819,1,0,0,0,0,1,1,False,True,True,False,False,False
820,0,0,0,0,1,0,0,False,False,True,False,False,False
821,0,1,0,0,0,1,0,False,False,False,False,False,True
822,1,0,0,0,0,0,0,False,False,False,False,True,True
823,1,0,0,0,0,0,0,False,False,True,False,False,True
824,1,0,1,1,0,1,1,True,False,False,False,False,True
825,0,1,0,1,1,0,0,False,False,False,False,True,True
826,1,0,0,0,1,1,1,False,False,False,False,False,True
827,1,0,0,0,1,1,0,False,False,False,False,True,True
828,0,0,0,0,1,1,0,False,False,False,False,True,False
829,1,0,0,0,0,0,0,False,False,True,False,False,False
830,0,0,0,0,0,0,0,False,False,False,False,False,True
831,1,0,0,1,0,0,1,False,False,False,True,False,False
832,0,0,0,0,0,0,0,False,False,False,False,False,True
833,0,0,0,0,0,0,0,False,False,True,False,False,True
834,1,0,0,0,0,0,0,False,False,False,False,False,True
835,1,0,1,0,0,0,0,False,False,False,False,True,False
836,0,0,0,0,1,0,0,False,False,False,False,True,False
837,1,0,0,0,0,1,0,False,False,False,False,False,True
838,1,0,0,1,0,1,0,False,False,False,False,True,False
839,0,1,1,1,0,0,0,False,False,True,False,False,True
840,1,0,1,0,0,0,0,False,False,False,False,True,True
841,1,0,0,0,1,0,1,False,False,False,False,True,True
842,0,0,0,0,0,0,0,False,False,False,False,True,False
843,0,1,0,0,1,0,0,False,False,True,False,False,False
844,1,0,0,0,0,1,0,False,False,True,False,False,False
845,1,0,0,0,1,0,0,False,True,False,False,False,False
846,0,0,1,0,0,0,0,False,False,False,False,True,False
847,1,1,1,1,1,0,0,False,False,False,False,True,False
848,0,1,0,0,0,1,0,False,False,False,False,True,False
849,1,0,0,1,1,0,0,False,False,True,False,False,False
850,1,0,1,0,0,1,0,False,False,True,False,False,False
851,1,0,0,0,0,1,0,False,False,True,False,False,False
852,0,1,0,1,1,0,0,False,False,False,False,False,True
853,0,0,0,0,0,1,0,False,False,True,False,False,False
854,0,0,1,0,0,0,0,True,False,False,False,False,False
855,1,0,1,0,0,0,1,False,False,False,False,False,True
856,1,0,0,0,0,1,0,True,False,True,False,False,False
857,1,0,1,0,1,1,0,False,False,False,False,True,False
858,1,0,0,0,1,1,0,False,False,False,False,True,True
859,1,0,1,0,0,0,0,False,False,True,False,False,False
860,0,0,0,0,0,0,0,False,False,True,False,False,False
861,1,0,0,0,0,1,0,False,False,False,True,False,False
862,0,1,1,0,0,0,0,False,False,False,False,False,True
863,0,1,1,0,1,1,1,False,False,True,False,False,False
864,0,0,1,1,0,0,0,False,True,False,False,False,False
865,0,1,1,0,1,0,0,False,False,False,False,True,True
866,0,1,0,1,0,0,0,False,False,True,False,False,False
867,1,0,1,0,0,0,0,False,True,False,False,False,False
868,1,0,0,0,0,1,0,False,False,False,False,True,False
869,0,1,0,0,1,1,0,False,False,False,False,True,True
870,1,0,0,0,1,1,1,False,False,True,False,False,False
871,0,0,0,0,0,0,0,False,False,False,False,False,True
872,0,1,0,1,0,0,0,False,False,True,False,False,False
873,1,0,0,0,0,1,0,False,False,False,False,False,True
874,1,0,0,0,1,1,0,False,False,False,False,True,True
875,1,0,0,1,0,1,0,False,False,True,False,False,False
876,0,1,0,0,0,1,0,False,False,True,False,False,False
877,1,0,0,0,0,1,1,False,False,True,False,False,False
878,0,0,0,0,0,1,0,False,False,False,False,True,False
879,1,0,0,0,1,0,0,False,False,False,False,True,False
880,1,0,0,0,1,1,1,False,False,False,True,False,False
881,0,0,0,0,1,0,0,True,False,False,False,False,False
882,0,0,1,0,0,0,0,False,False,True,False,False,False
883,0,1,0,0,1,0,0,True,False,False,False,False,False
884,0,0,0,1,0,0,1,False,False,True,False,False,False
885,0,1,0,0,1,1,0,False,False,False,False,True,True
886,1,0,0,1,0,0,0,False,False,False,False,True,False
887,1,0,0,0,1,0,0,False,False,True,False,False,True
888,0,0,0,0,0,0,0,False,False,False,False,True,False
889,0,0,0,0,0,0,0,False,False,False,False,True,True
890,1,0,0,0,0,0,0,False,False,False,False,False,True
891,0,0,1,0,0,0,0,False,False,True,False,False,False
892,1,0,0,0,1,1,0,False,False,False,False,False,True
893,0,0,1,0,0,0,0,False,False,False,False,False,True
894,1,0,1,0,0,0,0,False,False,False,False,True,False
895,0,1,0,0,0,1,0,False,False,True,False,False,True
896,0,0,0,0,0,1,0,False,False,True,False,False,False
897,0,0,0,1,0,0,0,False,False,False,False,False,True
898,0,0,0,0,0,1,0,False,False,False,False,True,False
899,1,0,0,0,0,0,0,False,True,False,False,False,False
900,1,0,1,0,0,1,0,False,True,False,False,False,False
