hectare,long,lat,running,chasing,climbing,eating,foraging,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,geometry,hectare_freq
01A,-73.98088744727274,40.76819785090909,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.0,0.5454545454545454,0.2727272727272727,POINT (-73.98088744727274 40.76819785090909),11
01B,-73.9802406562963,40.767892285925925,0.18518518518518517,0.25925925925925924,0.18518518518518517,0.4444444444444444,0.37037037037037035,0.0,0.0,0.0,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.8518518518518519,0.0,POINT (-73.9802406562963 40.767892285925925),27
01C,-73.9793953625,40.76756042666667,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.8333333333333334,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,POINT (-73.9793953625 40.76756042666667),12
01D,-73.97821483999999,40.766933203125,0.25,0.125,0.1875,0.125,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.5625,0.0,POINT (-73.97821483999999 40.766933203125),16
01E,-73.97736158875,40.76652373375,0.0,0.0,0.25,0.0,0.875,0.0,0.0,0.0,0.0,0.25,0.125,0.5,0.0,POINT (-73.97736158875 40.76652373375),8
01F,-73.97653674375,40.766187933750004,0.0,0.0,0.125,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.625,0.125,POINT (-73.97653674375 40.766187933750004),8
01G,-73.97488876142857,40.765527982857144,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.0,POINT (-73.97488876142857 40.765527982857144),7
01H,-73.97390357,40.7651800975,0.25,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,POINT (-73.97390357 40.7651800975),4
01I,-73.9731966975,40.7651158925,0.25,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.0,1.0,POINT (-73.9731966975 40.7651158925),4
02A,-73.98083267400001,40.76875454466666,0.4,0.06666666666666667,0.06666666666666667,0.4,0.4,0.0,0.0,0.0,0.13333333333333333,0.4,0.06666666666666667,0.4666666666666667,0.13333333333333333,POINT (-73.98083267400001 40.76875454466666),15
02B,-73.97987272882354,40.7684816317647,0.23529411764705882,0.0,0.058823529411764705,0.23529411764705882,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.4117647058823529,0.058823529411764705,POINT (-73.97987272882354 40.7684816317647),17
02C,-73.97894876950001,40.767873504,0.15,0.15,0.15,0.25,0.45,0.0,0.0,0.0,0.0,0.05,0.15,0.05,0.1,POINT (-73.97894876950001 40.767873504),20
02D,-73.977813605,40.767659441250004,0.25,0.125,0.5,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,POINT (-73.977813605 40.767659441250004),8
02E,-73.97687446583333,40.7672084275,0.08333333333333333,0.0,0.25,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.25,0.08333333333333333,0.8333333333333334,0.08333333333333333,POINT (-73.97687446583333 40.7672084275),12
02F,-73.97541150529412,40.76678418882353,0.47058823529411764,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.8235294117647058,0.058823529411764705,POINT (-73.97541150529412 40.76678418882353),17
02G,-73.97481210571428,40.766325877142854,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,POINT (-73.97481210571428 40.766325877142854),7
02H,-73.97329625666667,40.765843473333334,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,POINT (-73.97329625666667 40.765843473333334),6
02I,-73.9726068225,40.7655895575,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,POINT (-73.9726068225 40.7655895575),4
03A,-73.98007977727273,40.76960876090909,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.0,0.0,0.0,0.0,0.2727272727272727,0.45454545454545453,0.0,0.36363636363636365,POINT (-73.98007977727273 40.76960876090909),11
03B,-73.97902094210527,40.76908157263158,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.631578947368421,0.21052631578947367,POINT (-73.97902094210527 40.76908157263158),19
03C,-73.97835248999999,40.768674615,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,POINT (-73.97835248999999 40.768674615),4
03D,-73.97726726181818,40.76837921909091,0.5909090909090909,0.045454545454545456,0.22727272727272727,0.09090909090909091,0.5454545454545454,0.045454545454545456,0.09090909090909091,0.0,0.045454545454545456,0.0,0.09090909090909091,0.09090909090909091,0.22727272727272727,POINT (-73.97726726181818 40.76837921909091),22
03E,-73.97599657882353,40.768000655882354,0.17647058823529413,0.0,0.17647058823529413,0.29411764705882354,0.6470588235294118,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.4117647058823529,POINT (-73.97599657882353 40.768000655882354),17
03F,-73.97500962809524,40.76736922285714,0.23809523809523808,0.0,0.19047619047619047,0.09523809523809523,0.6666666666666666,0.0,0.047619047619047616,0.0,0.09523809523809523,0.19047619047619047,0.09523809523809523,0.47619047619047616,0.38095238095238093,POINT (-73.97500962809524 40.76736922285714),21
03G,-73.97420805,40.767201408333335,0.16666666666666666,0.0,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,POINT (-73.97420805 40.767201408333335),6
03H,-73.97285135846154,40.766467625384614,0.15384615384615385,0.0,0.23076923076923078,0.15384615384615385,0.38461538461538464,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.6153846153846154,0.3076923076923077,POINT (-73.97285135846154 40.766467625384614),13
03I,-73.97212988153845,40.76621404846154,0.46153846153846156,0.0,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.07692307692307693,POINT (-73.97212988153845 40.76621404846154),13
04A,-73.97963290454545,40.770568058181816,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.0,0.9090909090909091,0.0,POINT (-73.97963290454545 40.770568058181816),11
04B,-73.97878028181819,40.76975652363637,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.0,POINT (-73.97878028181819 40.76975652363637),11
04C,-73.9774632659091,40.76952521454546,0.5,0.18181818181818182,0.18181818181818182,0.3181818181818182,0.6363636363636364,0.0,0.045454545454545456,0.0,0.0,0.22727272727272727,0.0,0.45454545454545453,0.13636363636363635,POINT (-73.9774632659091 40.76952521454546),22
04D,-73.97650982611111,40.769019656666664,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.5,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.6666666666666666,0.2777777777777778,POINT (-73.97650982611111 40.769019656666664),18
04E,-73.97559452333333,40.768621775,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.75,0.16666666666666666,POINT (-73.97559452333333 40.768621775),12
04F,-73.97472390749999,40.768301622500005,0.25,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.25,0.25,0.5,0.25,POINT (-73.97472390749999 40.768301622500005),4
04G,-73.973507045,40.7677438,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,POINT (-73.973507045 40.7677438),6
04H,-73.97276590333333,40.76713105666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,POINT (-73.97276590333333 40.76713105666666),6
04I,-73.971651216,40.766951448,0.4,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,POINT (-73.971651216 40.766951448),5
05A,-73.97896960555555,40.77122560222222,0.0,0.0,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,POINT (-73.97896960555555 40.77122560222222),9
05B,-73.977790153,40.770737007,0.5,0.0,0.3,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,POINT (-73.977790153 40.770737007),10
05C,-73.9768171765,40.7706889025,0.35,0.05,0.3,0.35,0.35,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.1,POINT (-73.9768171765 40.7706889025),20
05D,-73.97588670600001,40.769906193,0.0,0.1,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4,POINT (-73.97588670600001 40.769906193),10
05E,-73.975057665625,40.769451406875,0.5625,0.0,0.0,0.25,0.625,0.0,0.0,0.0,0.0625,0.0,0.3125,0.5,0.125,POINT (-73.975057665625 40.769451406875),16
05F,-73.97395311833334,40.76903088416667,0.25,0.08333333333333333,0.0,0.3333333333333333,0.5833333333333334,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.5,0.0,POINT (-73.97395311833334 40.76903088416667),12
05G,-73.973417365,40.76860253,0.0,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,POINT (-73.973417365 40.76860253),6
05H,-73.97256692,40.7681497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-73.97256692 40.7681497),1
05I,-73.9708452575,40.76791660375,0.375,0.0,0.125,0.375,0.125,0.0,0.0,0.0,0.125,0.25,0.0,0.625,0.125,POINT (-73.9708452575 40.76791660375),8
06A,-73.97845874533333,40.771858102,0.26666666666666666,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.6,0.06666666666666667,0.0,0.0,0.26666666666666666,0.3333333333333333,0.0,0.26666666666666666,0.0,POINT (-73.97845874533333 40.771858102),15
06B,-73.97696299444445,40.77159531555556,0.5555555555555556,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,POINT (-73.97696299444445 40.77159531555556),9
06C,-73.97661296999999,40.771219811,0.1,0.2,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.4,0.3,POINT (-73.97661296999999 40.771219811),10
06D,-73.97558396299999,40.770530709999996,0.0,0.2,0.3,0.1,0.3,0.1,0.0,0.0,0.0,0.2,0.2,0.3,0.2,POINT (-73.97558396299999 40.770530709999996),10
06E,-73.97459283,40.770136874,0.0,0.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,POINT (-73.97459283 40.770136874),5
06F,-73.97317930428572,40.769793837142856,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,POINT (-73.97317930428572 40.769793837142856),7
06G,-73.97225423500001,40.769316998,0.3,0.2,0.2,0.1,0.5,0.0,0.0,0.0,0.1,0.2,0.0,0.8,0.1,POINT (-73.97225423500001 40.769316998),10
06H,-73.97127864,40.7691644725,0.25,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,POINT (-73.97127864 40.7691644725),4
06I,-73.9703198575,40.7689476075,0.25,0.125,0.25,0.375,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.125,POINT (-73.9703198575 40.7689476075),8
07A,-73.97798402800001,40.772706352,0.2,0.0,0.8,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,POINT (-73.97798402800001 40.772706352),5
07B,-73.97709729733333,40.77269207533333,0.2,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.9333333333333333,0.0,POINT (-73.97709729733333 40.77269207533333),15
07C,-73.97610237777778,40.77173256555555,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,POINT (-73.97610237777778 40.77173256555555),9
07D,-73.97489847,40.772012315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-73.97489847 40.772012315),2
07E,-73.97371687272727,40.77115864,0.36363636363636365,0.0,0.18181818181818182,0.7272727272727273,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,POINT (-73.97371687272727 40.77115864),11
07F,-73.9728004145,40.770610586,0.3,0.1,0.15,0.1,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.75,0.2,POINT (-73.9728004145 40.770610586),20
07G,-73.97195245875,40.770237251875,0.25,0.0,0.0,0.25,0.5625,0.0,0.0,0.0,0.0,0.125,0.0,0.5625,0.125,POINT (-73.97195245875 40.770237251875),16
07H,-73.97066695538462,40.769835491923075,0.2692307692307692,0.15384615384615385,0.15384615384615385,0.19230769230769232,0.6153846153846154,0.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.6923076923076923,0.11538461538461539,POINT (-73.97066695538462 40.769835491923075),26
07I,-73.96988797875,40.769492918750004,0.25,0.125,0.125,0.625,0.0,0.0,0.0,0.0,0.25,0.5,0.125,0.0,0.125,POINT (-73.96988797875 40.769492918750004),8
08A,-73.97701561857141,40.77353928714285,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,POINT (-73.97701561857141 40.77353928714285),7
08B,-73.97641800111111,40.77350564333333,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6111111111111112,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.7777777777777778,0.2222222222222222,POINT (-73.97641800111111 40.77350564333333),18
08C,-73.975140659,40.772836397000006,0.2,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.3,0.1,0.0,0.9,0.0,POINT (-73.975140659 40.772836397000006),10
08D,-73.97388532166667,40.772599655,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.4166666666666667,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,0.16666666666666666,POINT (-73.97388532166667 40.772599655),12
08E,-73.973520107,40.771898087,0.1,0.2,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,POINT (-73.973520107 40.771898087),10
08F,-73.972438105,40.7714266175,0.25,0.0,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.125,POINT (-73.972438105 40.7714266175),8
08G,-73.971373615,40.771405955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,POINT (-73.971373615 40.771405955),2
08H,-73.97010495733333,40.77041841133334,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.06666666666666667,POINT (-73.97010495733333 40.77041841133334),15
08I,-73.96932655809523,40.77028894952381,0.14285714285714285,0.14285714285714285,0.23809523809523808,0.19047619047619047,0.6666666666666666,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.8095238095238095,0.09523809523809523,POINT (-73.96932655809523 40.77028894952381),21
09A,-73.97673200333334,40.77425465583333,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,POINT (-73.97673200333334 40.77425465583333),12
09B,-73.9759208188889,40.77386478777778,0.16666666666666666,0.0,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.05555555555555555,0.0,0.0,0.16666666666666666,0.5,0.0,0.7222222222222222,0.16666666666666666,POINT (-73.9759208188889 40.77386478777778),18
09C,-73.974920431,40.773321011,0.3,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.3,POINT (-73.974920431 40.773321011),10
09D,-73.97416149,40.7729686725,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,POINT (-73.97416149 40.7729686725),4
09E,-73.97272194142859,40.772736127142856,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.0,POINT (-73.97272194142859 40.772736127142856),7
09F,-73.97166731333333,40.77220263666667,0.08333333333333333,0.0,0.08333333333333333,0.5,0.4166666666666667,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.5,0.08333333333333333,POINT (-73.97166731333333 40.77220263666667),12
09G,-73.97085956000001,40.771631752999994,0.2,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,POINT (-73.97085956000001 40.771631752999994),10
09H,-73.96960333199999,40.771175392,0.13333333333333333,0.13333333333333333,0.0,0.2,0.7333333333333333,0.0,0.0,0.0,0.06666666666666667,0.2,0.0,0.5333333333333333,0.0,POINT (-73.96960333199999 40.771175392),15
09I,-73.9688257625,40.770932231875,0.125,0.0,0.25,0.0625,0.875,0.0,0.0,0.0,0.0,0.0,0.0625,0.4375,0.25,POINT (-73.9688257625 40.770932231875),16
10A,-73.976258375,40.77514558625,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.375,0.125,0.375,0.125,POINT (-73.976258375 40.77514558625),8
10B,-73.97514003999999,40.77460469222222,0.2222222222222222,0.0,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,POINT (-73.97514003999999 40.77460469222222),9
10C,-73.97453108875,40.77428238125,0.125,0.0,0.125,0.5,0.625,0.0,0.0,0.0,0.0,0.375,0.0,0.875,0.25,POINT (-73.97453108875 40.77428238125),8
10D,-73.97314018499999,40.774075435,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,POINT (-73.97314018499999 40.774075435),6
10E,-73.97197398333333,40.77322581000001,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,POINT (-73.97197398333333 40.77322581000001),3
10F,-73.97092898933333,40.77253232533334,0.3333333333333333,0.0,0.4666666666666667,0.13333333333333333,0.4,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.4,0.3333333333333333,POINT (-73.97092898933333 40.77253232533334),15
10G,-73.97042939666666,40.772502743809525,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.0,0.14285714285714285,0.19047619047619047,0.0,0.5714285714285714,0.14285714285714285,POINT (-73.97042939666666 40.772502743809525),21
10H,-73.96917470166666,40.77199779833334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,POINT (-73.96917470166666 40.77199779833334),6
10I,-73.968182486,40.771867044,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.4,POINT (-73.968182486 40.771867044),5
11A,-73.975714032,40.775518682,0.6,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,POINT (-73.975714032 40.775518682),5
11B,-73.97458930923077,40.77570942076923,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,POINT (-73.97458930923077 40.77570942076923),13
11C,-73.97416219,40.77524815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,POINT (-73.97416219 40.77524815),1
11D,-73.97231083692307,40.77467027923077,0.07692307692307693,0.0,0.3076923076923077,0.6153846153846154,0.7692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.23076923076923078,POINT (-73.97231083692307 40.77467027923077),13
11E,-73.97147993909091,40.774339114545455,0.09090909090909091,0.0,0.18181818181818182,0.45454545454545453,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,POINT (-73.97147993909091 40.774339114545455),11
11F,-73.97037125833333,40.773744201666666,0.16666666666666666,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,POINT (-73.97037125833333 40.773744201666666),6
11G,-73.96942537,40.773041903333336,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,POINT (-73.96942537 40.773041903333336),3
11H,-73.96839132769232,40.77294773846154,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.38461538461538464,0.15384615384615385,0.6153846153846154,0.15384615384615385,POINT (-73.96839132769232 40.77294773846154),13
11I,-73.96801518222223,40.772498478888885,0.6666666666666666,0.0,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.3333333333333333,POINT (-73.96801518222223 40.772498478888885),9
12A,-73.97463334999999,40.776698423333336,0.3333333333333333,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,POINT (-73.97463334999999 40.776698423333336),6
12B,-73.97417737666667,40.77595366333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,POINT (-73.97417737666667 40.77595366333333),3
12C,-73.97273389,40.7758549,0.25,0.25,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.25,0.0,1.0,0.0,POINT (-73.97273389 40.7758549),4
12D,-73.971894864,40.775392212,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.6,0.2,POINT (-73.971894864 40.775392212),5
12E,-73.97125381857143,40.77499323571429,0.2857142857142857,0.0,0.42857142857142855,0.21428571428571427,0.42857142857142855,0.07142857142857142,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,POINT (-73.97125381857143 40.77499323571429),14
12F,-73.96984736619048,40.77437147714286,0.2857142857142857,0.09523809523809523,0.14285714285714285,0.47619047619047616,0.7142857142857143,0.0,0.0,0.0,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.6190476190476191,0.047619047619047616,POINT (-73.96984736619048 40.77437147714286),21
12G,-73.96907489181818,40.77409156545455,0.0,0.2727272727272727,0.09090909090909091,0.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.18181818181818182,POINT (-73.96907489181818 40.77409156545455),11
